cemento,escoria_de_horno,ceniza_volante,agua,superplastificante,agregado_grueso,agregado_fino,edad_dias,resistencia_compresion,cemento_bis,alumno_cargador
251.81,,99.94,146.14,12.35,1006.0,899.76,14.0,33.35684888,245.88408713939586,B
236.0,0.0,0.0,193.0,0.0,968.0,,180.0,24.104080959999997,232.89410331978476,C
218.85,0.0,124.13,158.49,11.33,1078.7,794.91,14.0,26.04840328,214.50727816668197,C
252.1,97.1,,193.8,8.3,835.5,,28.0,33.399596392,248.07862993060502,C
165.0,128.5,132.1,175.06,8.08,,746.6,3.0,19.41564416,164.1885571260722,A
393.0,0.0,0.0,192.0,0.0,940.6,785.6,28.0,39.604880392,383.5236860471468,A
362.6,189.0,0.0,164.9,11.6,944.7,-400.0,91.0,79.29663476,356.2054784188076,B
254.0,0.0,0.0,198.0,0.0,968.0,863.0,365.0,29.7853632,247.59804273529076,A
298.0,0.0,,210.0,11.0,880.0,744.0,28.0,31.874475479999997,289.95948150628317,B
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,360.0,42.126983599999996,343.55366544364256,A
469.0,,,137.8,32.2,852.1,840.5,91.0,70.69886903999999,459.15008630702573,C
147.8,175.1,0.0,171.2,2.2,1000.0,828.5,28.0,26.922658848,146.2341094180981,A
145.0,0.0,179.0,202.0,8.0,824.0,869.0,28.0,10.53519328,146.1902861362571,A
,210.7,0.0,185.7,0.0,977.0,689.3,7.0,24.437787344,305.9347923794625,A
425.0,106.3,0.0,153.5,16.5,852.1,887.1,7.0,49.20100736,418.7125467054013,C
297.16,0.0,117.54,174.8,,1022.8,753.45,3.0,21.91154728,293.04308441667337,A
,0.0,121.62,173.96,6.72,1056.4,778.45,14.0,26.77235308,,C
314.0,145.0,,179.0,8.0,869.0,690.0,28.0,46.2293658,303.8889506650893,C
151.8,178.1,138.7,167.5,18.3,,694.6,28.0,36.349864196,151.3756668282592,B
173.81,93.37,159.9,172.34,9.73,1007.2,746.6,14.0,29.55094136,172.7445550581358,C
10000.0,164.2,0.0,190.5,4.6,870.0,774.0,28.0,57.21823428799999,9800.0,C
212.0,141.3,0.0,203.5,0.0,973.4,750.0,3.0,6.8085755,207.0227154999613,A
385.0,0.0,0.0,186.0,0.0,966.0,763.0,3.0,14.699628319999999,378.32237422400635,B
427.5,47.5,0.0,228.0,0.0,932.0,594.0,90.0,41.542997428,419.3000574274222,A
165.0,128.5,132.1,175.06,8.08,1005.8,746.6,14.0,33.08795324,161.9763799753023,A
255.0,0.0,0.0,192.0,0.0,889.8,945.0,3.0,8.204074924,251.56960032825378,A
310.0,0.0,0.0,192.0,0.0,970.0,850.0,7.0,14.98920824,303.1937502638318,C
302.0,0.0,0.0,203.0,0.0,974.0,817.0,180.0,26.74477404,290.59987746589576,A
251.37,0.0,118.27,188.45,5.75,1028.4,757.73,56.0,36.96970312,243.00536558404974,B
172.38,13.61,172.37,156.76,4.14,1006.3,856.4,100.0,37.6798634,164.1636975200731,B
194.68,0.0,100.52,165.62,7.48,1006.4,905.9,3.0,12.45193656,187.46526295386954,C
173.0,116.0,0.0,192.0,0.0,946.8,856.8,90.0,32.102692036,171.4824540721284,B
213.5,0.0,174.24,159.21,11.66,1043.6,771.9,100.0,52.95865156,212.5479801097219,C
425.0,106.3,0.0,153.5,16.5,852.1,887.1,91.0,65.19685056,415.13504955897764,B
362.6,189.0,0.0,164.9,11.6,944.7,755.8,7.0,22.89749796,355.56438852314164,A
446.0,24.0,79.0,162.0,,967.0,712.0,3.0,35.36322404,436.06222454834796,C
261.0,100.0,78.0,201.0,9.0,864.0,761.0,28.0,32.39847724,257.9528480323687,B
252.0,0.0,0.0,185.0,0.0,1111.0,784.0,28.0,19.691434559999998,243.70890351792582,C
214.9,53.8,121.89,155.63,9.61,1014.3,780.58,3.0,18.01600788,210.22697290904128,B
379.5,,0.0,153.9,15.9,1134.3,605.0,3.0,28.599464479999998,373.3709174423567,A
362.6,189.0,0.0,164.9,11.6,944.7,755.8,3.0,35.3011712,355.0525435464717,A
212.07,0.0,121.62,180.31,5.69,1057.6,779.32,3.0,12.47262084,201.67808369690692,B
160.0,250.0,0.0,168.0,12.0,1049.0,,28.0,39.45181672,152.7734745008873,B
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,14.0,48.401215199999996,515.232313166935,B
331.0,0.0,0.0,192.0,0.0,1025.0,821.0,90.0,37.91428524,321.0213923741884,C
190.34,0.0,125.18,166.61,9.88,1079.0,798.9,100.0,33.56369168,185.6536252400537,A
165.0,0.02,143.57,163.81,0.0,1005.6,900.9,14.0,16.87837248,165.76075766870818,B
231.75,0.0,121.62,173.96,6.72,1056.4,778.45,100.0,45.83636448,233.3945049267918,C
427.5,47.5,0.0,228.0,0.0,932.0,594.0,270.0,43.01296026,419.1480920926836,B
439.0,177.0,0.0,186.0,11.1,884.9,707.9,56.0,71.69860924,428.72211320438254,B
332.5,142.5,0.0,,0.0,932.0,594.0,28.0,33.019005639999996,328.7548350637744,B
266.0,114.0,0.0,228.0,0.0,932.0,670.0,180.0,48.695621452,262.8136797393786,C
275.07,0.0,121.35,159.48,9.9,1053.6,777.5,100.0,58.60546,273.0345361083201,A
400.0,0.0,0.0,187.0,0.0,1025.0,745.0,28.0,43.69898888,393.57352212585823,B
145.0,0.0,134.0,181.0,11.0,979.0,812.0,28.0,13.19657064,,C
295.8,0.0,0.0,185.7,0.0,1091.4,769.3,7.0,14.843728804,292.10223801690285,B
167.95,42.08,163.83,121.75,5.72,1058.7,780.11,3.0,7.74971024,,B
259.9,,78.4,170.6,10.4,935.7,762.9,28.0,49.77327244,254.69624044047094,A
382.5,0.0,0.0,185.7,0.0,1047.8,739.3,,37.437857324,380.3138965524393,C
160.2,188.0,146.4,203.2,11.3,828.7,709.7,28.0,35.314271244,159.2647444908894,C
531.3,0.0,0.0,141.8,28.2,852.1,893.7,7.0,46.89815752,519.6052080868157,B
213.76,98.06,24.52,181.74,6.65,1066.0,785.52,100.0,49.973220479999995,206.2975567644213,A
254.0,0.0,0.0,198.0,0.0,968.0,863.0,3.0,9.307926,249.64493356503024,C
133.1,210.2,0.0,195.7,3.1,949.4,795.3,28.0,28.937997196,133.09718187870385,B
162.0,214.0,164.0,202.0,10.0,820.0,680.0,28.0,30.647208199999998,158.25084061073886,C
190.34,0.0,125.18,166.61,9.88,1079.0,798.9,28.0,24.84871504,185.96546697719077,B
405.0,0.0,0.0,175.0,0.0,1120.0,695.0,28.0,52.30364936,399.0058608786638,B
276.4,116.0,90.3,179.6,8.9,870.1,768.3,28.0,44.284354003999994,269.77868524320655,B
376.0,0.0,0.0,214.6,0.0,1003.5,762.36,28.0,31.971002119999998,367.8645149334019,A
148.1,0.0,136.6,158.1,16.1,1001.8,,28.0,17.959470848000002,134.19276152435566,B
321.0,0.0,128.0,182.0,11.0,870.0,780.0,28.0,37.25928304,310.2531025933217,B
251.37,0.0,118.27,,6.35,1028.4,757.73,14.0,24.42813468,247.78303021017484,B
475.0,118.8,0.0,181.1,8.9,852.1,781.5,56.0,72.29845336,463.061176714069,B
388.6,97.1,0.0,157.9,,852.1,925.7,91.0,57.59882504,378.86363691371184,A
212.52,0.0,100.37,159.32,8.71,1007.8,903.59,56.0,42.54756396,207.1411317863097,A
141.3,212.0,0.0,203.5,0.0,971.8,748.5,7.0,10.3938507,138.42131152056768,B
290.35,0.0,96.18,168.08,9.41,961.18,865.0,28.0,34.73580088,279.9414157852516,A
145.0,116.0,119.0,184.0,5.7,833.0,880.0,28.0,29.15794004,142.7876341223452,A
144.8,0.0,133.6,180.8,11.1,979.5,811.5,28.0,13.202086448,138.89696805792758,B
190.34,0.0,,161.85,9.88,1088.1,802.59,100.0,40.38950408,186.06968296225028,B
304.0,76.0,0.0,,0.0,932.0,670.0,180.0,50.94882902,295.3225066529203,A
182.04,45.21,121.97,170.21,8.19,1059.4,780.65,56.0,43.49904084,182.81367591897944,B
304.0,140.0,0.0,214.0,6.0,895.0,722.0,28.0,33.41890172,296.94121398493087,A
349.0,0.0,0.0,192.0,0.0,1056.0,809.0,7.0,9.011451319999999,343.66621645659234,A
385.0,0.0,136.0,158.0,20.0,903.0,768.0,28.0,55.55108132,378.1288225379857,C
178.03,129.8,118.6,179.94,3.57,1007.3,746.8,14.0,34.23937816,171.95720532851763,C
132.0,,161.0,179.0,5.0,867.0,736.0,28.0,33.301690799999996,130.63489769230844,B
218.85,0.0,124.13,158.49,11.33,1078.7,794.91,28.0,30.219733079999997,218.45988177131096,A
425.0,106.3,0.0,151.4,18.6,936.0,803.7,91.0,66.69990824,413.7912184657389,A
250.2,166.8,0.0,203.5,0.0,977.6,694.1,28.0,36.964187312,245.1550596246141,B
288.0,121.0,0.0,177.0,7.0,908.0,829.0,28.0,42.13387836,282.4919430099434,A
213.5,0.0,174.24,154.61,11.66,1052.3,775.48,14.0,33.70158688,210.33506983810196,C
427.5,47.5,0.0,228.0,0.0,,594.0,180.0,41.836714203999996,418.3954129093642,C
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,7.0,14.589312159999999,135.3968820371216,C
,0.0,0.0,185.7,0.0,1040.6,,28.0,33.082437432,390.06288538549313,B
339.0,0.0,0.0,197.0,0.0,968.0,781.0,180.0,36.44570136,330.3372373906892,A
375.0,93.8,0.0,126.6,23.4,852.1,992.6,7.0,45.69846928,364.50825951719554,C
385.0,0.0,0.0,186.0,0.0,,763.0,7.0,23.221551679999997,371.94916661085745,B
218.23,54.64,123.78,140.75,11.91,1075.7,792.67,56.0,61.99078716,216.86487274073087,A
355.9,0.0,141.6,193.3,11.0,801.4,,28.0,40.8686899,343.8167139704444,A
401.8,94.7,0.0,147.4,11.4,946.8,852.1,56.0,73.69808963999999,390.65703874152257,A
491.0,26.0,123.0,210.0,3.93,882.0,699.0,28.0,55.55108132,476.6948175093184,C
310.0,143.0,0.0,168.0,10.0,914.0,804.0,28.0,45.2985732,309.5151806421934,B
140.0,133.0,103.0,200.0,7.0,916.0,753.0,28.0,36.4388066,133.8666852972473,C
178.03,129.8,118.6,179.94,3.57,1007.3,746.8,3.0,20.72564856,168.49021888683754,B
233.81,0.0,94.58,197.89,4.567,947.04,852.16,3.0,10.38350856,234.08658379669376,A
446.0,24.0,79.0,162.0,11.64,967.0,712.0,28.0,51.021224,437.63597694824614,C
181.38,0.0,167.01,169.59,7.56,1055.6,777.8,3.0,13.62404576,174.42110794675656,A
145.9,230.5,,202.5,3.4,827.0,871.8,28.0,32.720462532,145.57990591525146,A
469.0,117.2,0.0,137.8,32.2,852.1,840.5,3.0,40.1964508,458.3382420609904,C
475.0,118.8,0.0,181.1,8.9,852.1,781.5,3.0,37.79707432,467.5714560622033,B
159.0,187.0,0.0,176.0,11.0,990.0,789.0,28.0,32.763899519999995,152.79632115112935,B
212.0,0.0,,159.0,7.84,1085.4,799.54,100.0,47.8151606,207.9194660427336,C
424.0,22.0,132.0,,8.48,882.0,750.0,3.0,32.01138571527068,413.84128314185153,C
254.0,0.0,0.0,198.0,,968.0,863.0,180.0,27.62730332,253.27353654706317,A
339.0,,0.0,197.0,0.0,968.0,781.0,7.0,20.96696516,326.8951138210736,C
288.0,192.0,0.0,192.0,0.0,932.0,717.8,7.0,23.523542168,283.18223167160943,B
339.0,0.0,0.0,185.0,0.0,1069.0,754.0,7.0,21.160018439999998,328.93958588861403,B
359.0,19.0,141.0,154.0,10.91,942.0,801.0,7.0,35.75425543054136,352.2144574504164,C
450.1,50.0,0.0,200.0,3.0,1124.4,613.2,28.0,39.37597436,434.16768969010207,A
446.0,24.0,79.0,162.0,11.61,967.0,,7.0,52.00717468,437.0990171870868,A
387.0,20.0,94.0,157.0,11.61,938.0,845.0,3.0,34.77027468,,C
522.0,0.0,0.0,146.0,0.0,896.0,896.0,28.0,74.98740975999999,515.2025694867855,A
380.0,0.0,0.0,228.0,0.0,932.0,670.0,180.0,53.104130996,373.09648396920016,C
295.71,0.0,95.64,171.54,8.87,955.14,859.2,100.0,52.04164848,291.1127794762149,B
300.0,0.0,0.0,184.0,0.0,1075.0,795.0,,26.848195439999998,293.4302284769332,C
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,180.0,51.04190828,493.17767121668896,C
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,3.0,26.0621928,491.54889271630435,C
228.0,342.1,0.0,185.7,0.0,955.8,674.3,7.0,21.917063088,225.58318944789198,C
133.0,,0.0,,0.0,927.4,839.2,28.0,27.874825204,129.31297718400836,A
198.6,132.4,0.0,192.0,0.0,978.4,825.5,180.0,41.719503284,193.09127181278538,C
246.83,0.0,125.08,,11.99,1086.8,800.89,3.0,23.52492112,240.33856047290118,C
284.0,120.0,0.0,168.0,7.0,970.0,794.0,28.0,40.93419012,275.73304612157335,B
,0.0,0.0,192.0,0.0,978.0,825.0,90.0,37.231704,323.77125804561337,B
146.0,230.0,0.0,202.0,3.0,827.0,872.0,,33.0603742,143.04304212121204,B
480.0,0.0,0.0,192.0,0.0,936.2,712.2,7.0,34.569637164,463.21721908529855,C
337.9,189.0,0.0,174.9,9.5,944.7,755.8,7.0,35.101223159999996,,C
531.3,0.0,0.0,141.8,28.2,852.1,893.7,28.0,56.3991368,521.7446131774485,B
446.0,24.0,79.0,162.0,11.64,967.0,712.0,56.0,55.25460664,438.8223312859894,A
157.0,214.0,152.0,200.0,9.0,819.0,704.0,28.0,33.05347944,155.10137695157061,A
349.0,0.0,0.0,192.0,0.0,1056.0,809.0,28.0,33.60506024,341.4569870272146,B
286.3,200.9,0.0,144.7,11.2,1004.6,803.7,91.0,76.80073164,280.2180850216704,A
234.0,156.0,0.0,189.0,5.85,981.0,760.0,28.0,39.300132,227.20598021139034,B
166.8,250.2,0.0,203.5,0.0,975.6,692.6,28.0,33.947729812,164.42220079137368,A
356.0,119.0,0.0,160.0,9.03,1061.0,657.0,28.0,58.99846132,347.6987764833263,C
397.0,0.0,0.0,185.0,0.0,1040.0,734.0,28.0,39.0932892,389.14732983973,A
313.0,145.0,0.0,127.0,,1000.0,822.0,28.0,44.51946532,306.9497587429845,B
236.0,0.0,0.0,194.0,0.0,968.0,885.0,90.0,21.946021079999998,226.2232080478456,A
190.34,0.0,125.18,161.85,9.88,1088.1,802.59,14.0,22.718234199999998,189.54147347591382,B
250.0,0.0,95.69,191.84,5.33,948.9,857.2,28.0,27.22051248,245.98598600684744,C
289.0,133.7,0.0,194.9,5.5,924.1,760.1,28.0,46.247292176,284.5514381281493,C
475.0,0.0,0.0,228.0,0.0,932.0,594.0,90.0,42.229026048,463.02655635292626,C
491.0,26.0,123.0,201.0,3.93,822.0,,3.0,29.54897143054136,472.28641348647506,B
250.0,0.0,95.69,187.42,5.53,956.86,861.17,14.0,24.91766264,243.8952531296359,C
265.0,111.0,86.0,195.0,6.0,833.0,790.0,,41.540929,262.1930955730039,B
148.0,0.0,182.0,181.0,15.0,839.0,884.0,28.0,15.520104759999999,146.23109990004647,B
362.6,189.0,0.0,164.9,11.6,944.7,755.8,28.0,71.29871315999999,350.935581116492,C
158.4,0.0,194.9,219.7,11.0,897.7,712.9,28.0,8.536402356,151.7447136595802,B
190.34,0.0,125.18,161.85,9.88,1088.1,802.59,28.0,28.46846404,188.14754631101178,B
350.0,0.0,0.0,203.0,0.0,974.0,775.0,,18.12632404,345.56505797289185,B
375.0,93.8,0.0,126.6,23.4,852.1,992.6,56.0,60.19814956,368.3031343870315,A
446.0,,79.0,162.0,11.64,967.0,712.0,7.0,38.01770664,444.8730211797875,B
290.2,193.5,0.0,185.7,0.0,998.2,704.3,28.0,33.0431373,290.38788959224394,A
275.07,0.0,121.35,159.48,9.9,1053.6,777.5,3.0,23.80071152,269.6669462786288,B
310.0,142.8,0.0,167.9,10.0,914.3,804.0,28.0,45.304778483999996,304.1635338478984,B
309.9,142.8,111.2,167.8,22.1,913.9,651.2,28.0,38.215586251999994,308.13982353202266,C
251.37,0.0,118.27,188.45,5.75,1028.4,757.73,28.0,29.654362759999998,244.0534283709157,C
284.0,15.0,141.0,179.0,5.46,842.0,801.0,28.0,43.733462679999995,283.20681084287196,B
182.04,45.21,121.97,170.21,8.19,1059.4,780.65,14.0,21.504756439999998,177.64326786537933,A
178.03,129.8,118.6,179.94,3.57,1007.3,746.8,28.0,39.1622368,177.25429097470547,B
249.1,0.0,98.75,158.11,12.8,987.76,889.01,100.0,51.0556978,,C
295.71,0.0,95.64,171.54,8.87,955.14,859.2,56.0,48.718374159999996,295.0276035785034,C
401.8,94.7,0.0,147.4,11.4,946.8,852.1,7.0,54.09628696,393.14768732639715,B
273.0,0.0,90.0,199.0,11.0,931.0,762.0,28.0,32.23989776,266.31483411823586,A
375.0,0.0,,186.0,0.0,1038.0,758.0,7.0,26.0621928,364.15983587423443,B
336.0,0.0,0.0,182.0,3.0,986.0,817.0,,44.86420332,330.7166266155614,A
144.0,170.0,133.0,192.0,8.0,814.0,805.0,28.0,29.86810032,141.4276595511788,C
393.0,0.0,0.0,192.0,0.0,940.6,785.6,3.0,19.199148695999998,380.44272278345846,A
198.6,132.4,0.0,192.0,0.0,978.4,825.5,28.0,28.021683592,196.96137580628684,B
266.0,114.0,0.0,228.0,0.0,932.0,670.0,365.0,52.908319811999995,259.46075495084614,A
266.0,112.0,87.0,178.0,10.0,910.0,745.0,28.0,39.417342919999996,260.0037056523157,C
350.0,0.0,0.0,,0.0,974.0,775.0,14.0,22.53207568,,B
182.04,45.21,121.97,170.21,8.19,1059.4,780.65,3.0,7.3153403599999995,178.0887351958021,C
153.0,,113.0,178.0,8.0,1002.0,689.0,28.0,25.55887532,152.7829488295449,A
380.0,0.0,0.0,228.0,0.0,,670.0,365.0,52.516697443999995,371.11501653351064,B
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,-30.0,59.76377968,526.1547962828135,B
305.3,203.5,0.0,203.5,0.0,965.4,631.0,3.0,14.143910664,301.56640516353696,A
331.0,,0.0,192.0,0.0,1025.0,821.0,120.0,39.382869119999995,325.7234411501681,A
424.0,22.0,132.0,,8.92,822.0,750.0,28.0,72.09850532,416.9152406285009,A
387.0,20.0,94.0,157.0,13.93,938.0,845.0,56.0,47.96684532,382.06664137639547,C
277.19,97.82,24.46,160.7,11.19,1061.7,782.46,100.0,66.9481196,269.05616420578184,B
374.0,189.2,0.0,170.1,10.1,926.1,756.7,7.0,46.20178676,366.2808453672808,B
425.0,106.3,0.0,151.4,,936.0,803.7,28.0,61.797733879999996,415.78193311758093,A
165.0,0.02,143.57,163.81,0.0,1005.6,900.9,56.0,36.56291228,157.2694265494628,A
313.3,145.0,0.0,178.5,8.0,867.2,824.0,28.0,40.925226931999994,308.50630012698144,A
300.0,0.0,120.0,212.0,10.0,878.0,728.0,28.0,23.83518532,290.7200284263379,C
359.0,19.0,141.0,154.0,10.91,942.0,801.0,56.0,68.75060685418796,356.51415406500973,C
,189.0,0.0,164.9,11.6,944.7,755.8,3.0,35.3011712,356.7902399767177,A
350.0,0.0,0.0,203.0,0.0,974.0,775.0,,32.72253096,345.220042708913,B
277.05,0.0,97.39,160.6,11.83,973.9,875.61,100.0,55.6407132,273.25696572596314,C
173.0,,0.0,192.0,0.0,946.8,856.8,3.0,6.940954892,167.39837552789055,A
168.88,42.22,124.25,158.33,10.83,1080.8,796.15,56.0,39.14844728,164.38665625603613,B
213.76,98.06,24.52,181.74,6.65,1066.0,785.52,56.0,47.13257936,208.99680223836526,C
331.0,0.0,0.0,192.0,0.0,1025.0,821.0,,31.74347504,320.9595172426213,C
366.0,187.0,0.0,191.3,6.6,824.3,756.9,28.0,65.909079268,360.58173113320123,A
277.0,0.0,0.0,191.0,0.0,968.0,856.0,3.0,11.36256448,272.7989664426292,C
266.0,114.0,0.0,228.0,0.0,932.0,670.0,28.0,45.854290856,260.62959652748714,C
313.0,0.0,113.0,178.0,8.0,1002.0,689.0,28.0,36.80422888,301.06416124006427,A
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,28.0,28.23748958,,C
387.0,20.0,94.0,157.0,13.93,938.0,845.0,3.0,25.510612,381.25675570894026,A
284.0,15.0,141.0,179.0,5.46,,801.0,3.0,13.395533715270679,275.4095514410458,C
251.37,0.0,118.27,188.45,6.35,,757.73,100.0,44.209201119999996,247.7058610146431,B
212.07,0.0,121.62,180.31,5.69,1057.6,779.32,100.0,39.6103962,205.19414289921374,B
150.0,236.8,0.0,173.8,11.9,1069.3,674.8,,37.431652039999996,146.67081764491712,B
,0.0,118.27,188.45,5.75,1028.4,757.73,100.0,43.58177796,249.9160288592666,B
359.0,19.0,141.0,154.0,10.91,942.0,801.0,-30.0,59.494884039999995,356.0314641761997,A
238.1,0.0,0.0,185.7,0.0,1118.8,789.3,7.0,10.335934715999999,229.67087706238027,B
153.0,145.0,0.0,178.0,8.0,1000.0,822.0,28.0,19.00885332,142.43490046752103,C
164.0,163.0,128.0,197.0,8.0,961.0,641.0,28.0,27.234302,166.36652464061214,A
173.0,116.0,0.0,192.0,0.0,,856.8,7.0,11.392211948,164.42304335195345,C
318.8,212.5,0.0,155.7,14.3,852.1,880.4,7.0,33.398217439999996,,A
147.0,115.0,89.0,202.0,9.0,860.0,829.0,28.0,19.98790924,140.67665770532486,A
500.0,0.0,0.0,140.0,4.0,966.0,853.0,28.0,67.568648,488.62690170712955,A
424.0,22.0,132.0,178.0,8.48,822.0,750.0,28.0,62.052839999999996,416.8246528143909,B
,174.0,185.0,228.0,7.0,845.0,612.0,28.0,24.3385028,154.41592260664152,A
238.0,0.0,,186.0,0.0,1119.0,789.0,28.0,17.54026944,235.66102484583342,A
491.0,26.0,,201.0,3.93,822.0,699.0,28.0,57.915983999999995,485.27158668944173,B
249.1,0.0,98.75,158.11,12.8,987.76,889.01,56.0,42.030456959999995,247.63174128040194,A
165.0,0.02,143.57,163.81,0.0,,900.9,3.0,14.39625888,161.3473734980156,A
159.0,149.0,116.0,175.0,15.0,953.0,720.0,28.0,27.67556664,161.33216002646256,A
313.3,262.2,0.0,175.5,8.6,1046.9,611.8,91.0,66.59648684,304.56983996232685,C
,305.3,0.0,203.5,0.0,963.4,630.0,90.0,51.863763672,199.14146318923002,C
332.5,142.5,0.0,228.0,0.0,932.0,594.0,180.0,39.779317819999996,326.71735819606994,A
401.8,94.7,0.0,147.4,11.4,946.8,852.1,28.0,68.4994406,391.84474540175074,C
427.5,47.5,0.0,228.0,0.0,932.0,594.0,28.0,37.427515183999994,,A
,0.0,95.69,187.42,5.53,956.86,861.17,3.0,13.817099039999999,241.48530011352398,A
333.0,0.0,0.0,192.0,0.0,931.2,842.6,7.0,23.404952295999998,,C
212.0,0.0,124.78,159.0,7.84,1085.4,799.54,3.0,19.519065559999998,209.1746155676354,A
475.0,0.0,0.0,228.0,0.0,932.0,594.0,270.0,42.131120456,463.05868181525636,C
252.31,0.0,98.75,146.25,14.17,987.76,889.01,14.0,42.29245784,249.45612407341594,C
166.8,250.2,0.0,203.5,0.0,975.6,692.6,3.0,6.902344236,162.29260815161157,A
167.35,129.9,128.62,175.46,7.79,1006.3,746.6,100.0,53.65502232,161.50289358215176,B
166.0,259.7,0.0,183.2,12.7,858.8,826.8,28.0,37.917043144,156.35613997466768,B
108.3,162.4,0.0,203.5,0.0,938.2,849.0,28.0,20.593958644,106.66618834391082,C
264.5,111.0,86.5,195.5,5.9,832.6,790.4,28.0,41.542307951999994,260.43948537198605,B
427.5,47.5,0.0,228.0,0.0,932.0,594.0,7.0,35.076402024,419.606065790187,A
262.0,111.0,86.0,195.0,5.0,895.0,733.0,28.0,33.7153764,251.64802141216887,C
298.1,0.0,107.0,186.4,6.1,879.0,815.2,28.0,42.6440906,293.2745278103752,B
304.0,76.0,0.0,228.0,0.0,932.0,670.0,90.0,49.185149411999994,,A
387.0,20.0,94.0,157.0,14.32,938.0,845.0,56.0,56.33708396,378.3339808333607,C
310.0,0.0,0.0,192.0,0.0,970.0,850.0,180.0,37.32823064,302.2881267757682,B
313.0,161.0,0.0,178.0,10.0,917.0,759.0,28.0,52.44154456,304.7119480829559,B
323.7,282.8,0.0,183.8,10.3,942.7,659.9,28.0,74.69782984,316.0565705905327,A
237.5,237.5,0.0,228.0,0.0,932.0,594.0,28.0,30.079769451999997,232.40815762703537,A
323.7,282.8,0.0,183.8,10.3,942.7,659.9,56.0,80.19984832,315.76707627278,C
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,28.0,32.72253096,341.5668443671792,C
425.0,106.3,0.0,153.5,16.5,852.1,887.1,7.0,49.20100736,412.15866258273076,A
150.9,0.0,183.9,166.6,11.6,991.2,772.2,28.0,15.569747031999999,150.35325939562856,B
153.0,239.0,0.0,200.0,6.0,1002.0,684.0,28.0,26.8550902,148.93218232487956,B
277.05,0.0,97.39,160.6,11.83,973.9,875.61,3.0,23.13881456,271.32502696251345,B
166.09,0.0,163.27,176.46,4.49,1058.6,780.09,28.0,21.53923024,163.49569037381366,B
173.81,93.37,159.9,172.34,9.73,1007.2,746.6,56.0,48.9872698,176.1868376803789,C
313.0,145.0,0.0,178.0,8.0,1002.0,689.0,28.0,41.05140104,309.70221543513924,A
425.0,106.3,0.0,151.4,18.6,936.0,803.7,56.0,64.90037588,410.1038611578061,B
173.81,93.37,159.9,172.34,9.73,1007.2,746.6,100.0,50.93848688,168.957774145182,A
,0.0,118.27,192.94,5.75,1043.6,754.3,14.0,20.72564856,247.7666912653896,C
380.0,95.0,0.0,228.0,0.0,932.0,594.0,180.0,40.759063216,,B
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,360.0,44.698039603999995,135.76182478325467,B
325.6,166.4,0.0,174.0,8.9,881.6,790.0,28.0,61.23581094,317.5857657687293,A
379.5,151.2,0.0,153.9,15.9,1134.3,605.0,28.0,52.20022796,367.77994155733103,A
337.9,189.0,0.0,174.9,,944.7,755.8,56.0,59.89478012,328.9663218063927,B
266.0,114.0,0.0,228.0,0.0,932.0,670.0,90.0,47.029847436000004,256.7734614794131,C
350.0,0.0,0.0,186.0,0.0,1050.0,770.0,28.0,34.29453624,341.98802451379447,A
133.0,200.0,0.0,192.0,0.0,927.4,839.2,90.0,36.588422892,128.77603124408816,B
322.0,0.0,0.0,,0.0,974.0,800.0,180.0,29.58541516,309.2100366530884,C
